title,release_year,language,genre,overview,vote_average,vote_count,popularity,cleaned_overview
Ventilatore,2018,Italienisch,Humor,spends day home immersed habit staring fly napping dream revolution long lost time melt body memory way spend day seems writing little poem thinking past,0.0,0.0,0.022,spends day home immersed habit staring fly napping dream revolution long lost time melt body memory way spend day seems writing little poem thinking past
Welcome Venice,2021,Italienisch,Drama,two brother conflict way venetian lagoon transformed identity city resident drastically changed,6.955,22.0,1.678,two brother conflict way venetian lagoon transformed identity city resident drastically changed
Io e Spotty,2022,Italienisch,Humor,perennial university student eva still difficulty adjusting big city life take job dog sitter visiting owner find dogspottyis actually matteo introverted young cope modern life dressing giant puppy,6.8,10.0,1.231,perennial university student eva still difficulty adjusting big city life take job dog sitter visiting owner find dogspottyis actually matteo introverted young cope modern life dressing giant puppy
Somewhere Amazing,2015,Italienisch,Drama,asti third millennium lucia mother wife verge boredom open friendship immigrant ahmed looking escape routine,4.684,19.0,0.979,asti third millennium lucia mother wife verge boredom open friendship immigrant ahmed looking escape routine
The Invisible Thread,2022,Italienisch,Romanze,teenage son two father make documentary film parent surprised reallife plot twist occurs family,6.625,176.0,7.938,teenage son two father make documentary film parent surprised reallife plot twist occurs family
What a Life!,2023,Italienisch,Humor,biasutti perbellini name fausto hate life big city meet chance trip amateur photographer become friend begin cultivate together dream going live countryside keeping fruit effort biasutti inherits grandmother old house valvana hill north east dream finally become reality welcome village however prof less warm expected,5.7,10.0,0.397,biasutti perbellini name fausto hate life big city meet chance trip amateur photographer become friend begin cultivate together dream going live countryside keeping fruit effort biasutti inherits grandmother old house valvana hill north east dream finally become reality welcome village however prof less warm expected
Revenge Room,2020,Italienisch,Drama,federica locked bedroom vulgar text message keep coming,5.7,3.0,0.452,federica locked bedroom vulgar text message keep coming
Il colore nascosto delle cose,2017,Italienisch,Romanze,teo good job fiancee lover intention assume responsibility life meeting emma blind woman upset conviction,6.388,121.0,7.252,teo good job fiancee lover intention assume responsibility life meeting emma blind woman upset conviction
A Hole in the Head,2020,Italienisch,Drama,based actual event story young woman meet terrorist murdered father policeman died born,6.0,12.0,1.401,based actual event story young woman meet terrorist murdered father policeman died born
Rage Killers - Sterminatori sociali,2017,Italienisch,Action,post apocalyptic world divided small area dominated various local gang diffused job killer area 201 governed oxon many killer work rexon one start work oxon unleashes killer eliminate,0.0,0.0,0.295,post apocalyptic world divided small area dominated various local gang diffused job killer area governed oxon many killer work rexon one start work oxon unleashes killer eliminate
Blackout Love,2022,Italienisch,Humor,valeria woman never look back passing one another one day everything change ex made feel bad past reappears life,4.9,7.0,1.425,valeria woman never look back passing one another one day everything change ex made feel bad past reappears life
"Ritratto di Rosa, all'italiana",2023,Italienisch,Romanze,ritratto di rosa allitaliana stand second act trilogy begun 2019 portrait de rosa la franaise poetry first chapter replaced melody take viewer back among wave journey among rock shell song full love hope past setting end youth beginning maturity,0.0,0.0,1.72,ritratto di rosa allitaliana stand second act trilogy begun portrait de rosa la franaise poetry first chapter replaced melody take viewer back among wave journey among rock shell song full love hope past setting end youth beginning maturity
Beached Tuna,2018,Italienisch,Humor,francesco young want comedian insult girlfriend make public laugh break think crazy plan win back,5.0,204.0,3.66,francesco young want comedian insult girlfriend make public laugh break think crazy plan win back
Il dilemma del porcospino,2022,Italienisch,Humor,two young trapper home hedgeog receive unexpected visit upset night life,0.0,0.0,0.445,two young trapper home hedgeog receive unexpected visit upset night life
Il regno,2020,Italienisch,Humor,king secret moderntime medieval kingdom leaf throne inheritance son struggle lead kingdom fight independence italian state,5.638,65.0,4.185,king secret moderntime medieval kingdom leaf throne inheritance son struggle lead kingdom fight independence italian state
The Complexity of Happiness,2015,Italienisch,Drama,enrico giusti work big corporation job save dying company persuading young scion sell however latest assignment proving difficult anticipated since concern two teen whose parent died car accident,5.9,93.0,5.01,enrico giusti work big corporation job save dying company persuading young scion sell however latest assignment proving difficult anticipated since concern two teen whose parent died car accident
Bob & Marys,2018,Italienisch,Humor,married couple must get hand dirty bunch mobster start using new home deposit illegal material,5.1,60.0,2.795,married couple must get hand dirty bunch mobster start using new home deposit illegal material
Tiramisu,2016,Italienisch,Humor,antonio representative medical supply success find brilliant way present customer improve sale special tiramis italian dessert made beautiful wife aurora,5.315,284.0,5.617,antonio representative medical supply success find brilliant way present customer improve sale special tiramis italian dessert made beautiful wife aurora
Mom + Mom,2018,Italienisch,Humor,karole ali love dream starting family together soon realize wont simple theyd hoped enthusiasm falter love challenged order overcome obstacle must believe power desire support loved one miracle happen,4.806,18.0,3.443,karole ali love dream starting family together soon realize wont simple theyd hoped enthusiasm falter love challenged order overcome obstacle must believe power desire support loved one miracle happen
The Temptation,2022,Italienisch,Drama,toni lead normal life wife paola full enthusiasm passion chance meeting young wealthy chiara rekindle desire redeem realize secret dream become artist path three intertwine dangerous love triangle change course life forever,4.7,19.0,4.298,toni lead normal life wife paola full enthusiasm passion chance meeting young wealthy chiara rekindle desire redeem realize secret dream become artist path three intertwine dangerous love triangle change course life forever
Gli infami - Episodi di vita quotidiana,2016,Italienisch,Humor,series episode linked common thread infamous infamous despicable action cause thing go well bad others many thing could go better much depends u everyday behavior,0.0,0.0,0.083,series episode linked common thread infamous infamous despicable action cause thing go well bad others many thing could go better much depends u everyday behavior
Breaking Up in Rome,2021,Italienisch,Humor,aspiring writer tommaso make living penning selfhelp column womens magazine one day receives letter reader asking advice break none zoe partner ten year unaware pseudonymous side job tommaso cant believe eye answer private learn,6.657,188.0,4.767,aspiring writer tommaso make living penning selfhelp column womens magazine one day receives letter reader asking advice break none zoe partner ten year unaware pseudonymous side job tommaso cant believe eye answer private learn
A Little Lust,2015,Italienisch,Drama,sixteen year old roccos two aim life get laid see favorite pop star concert two best friend bullying incident school force rocco come divorced middleclass parent liberal leaning severely tested luckily two friend stand join running away home parent stolen car see favorite singer concert followed hot heel neurotic mother eccentric gran,6.685,27.0,2.063,sixteen year old roccos two aim life get laid see favorite pop star concert two best friend bullying incident school force rocco come divorced middleclass parent liberal leaning severely tested luckily two friend stand join running away home parent stolen car see favorite singer concert followed hot heel neurotic mother eccentric gran
My Summer with the Shark,2023,Italienisch,Drama,school 13yearold walter lost father seemingly aimless wandering around roman coast fascinating mysterious place catch eye abandoned villa huge murky swimming pool villa unguarded,6.273,44.0,3.443,school yearold walter lost father seemingly aimless wandering around roman coast fascinating mysterious place catch eye abandoned villa huge murky swimming pool villa unguarded
Infinitesimal calculus,2016,Italienisch,Humor,italian comedy,0.0,0.0,0.709,italian comedy
Nina of the Wolves,2023,Italienisch,Drama,sudden solar storm render electronic equipment around planet useless day baby girl found mountain near small village lost mountain name nina,5.429,7.0,0.35,sudden solar storm render electronic equipment around planet useless day baby girl found mountain near small village lost mountain name nina
Brothers Again,2019,Italienisch,Humor,franco elderly life life serenity together wife margherita arrival brother vittorio hasnt talked year break calm vittorio want reconcile franco still bear grudge sad discovery manages touch franco heart dinner peace made rediscovered brotherhood wonderful seems like dream take nothing though turn dream nightmare,0.0,0.0,0.314,franco elderly life life serenity together wife margherita arrival brother vittorio hasnt talked year break calm vittorio want reconcile franco still bear grudge sad discovery manages touch franco heart dinner peace made rediscovered brotherhood wonderful seems like dream take nothing though turn dream nightmare
The Ruthless,2019,Italienisch,Drama,milan italy 1967 santo russo boy calabrian origin arrives north parent younger brother find better living condition due absurd misunderstanding father contempt santo end prison get true education 1978 friend slim mario embark 15year criminal career successful ruthless spiral robbery kidnapping murder heroin smuggling,6.259,406.0,8.127,milan italy santo russo boy calabrian origin arrives north parent younger brother find better living condition due absurd misunderstanding father contempt santo end prison get true education friend slim mario embark year criminal career successful ruthless spiral robbery kidnapping murder heroin smuggling
They Call Me Jeeg,2016,Italienisch,Action,coming contact radioactive waste smalltime crook enzo ceccotti gain superstrength misanthropic introverted brute us new power personal gain meet alessia mentally ill girl belief enzo hero favorite anime steel jeeg,7.435,2459.0,7.594,coming contact radioactive waste smalltime crook enzo ceccotti gain superstrength misanthropic introverted brute u new power personal gain meet alessia mentally ill girl belief enzo hero favorite anime steel jeeg
Puccini: Gianni Schicchi,2018,Italienisch,Humor,weary tragic subject final part il trittico puccini composed grand confidence trick orchestrated falsifier willing anything gain wealth including bringing back dead,0.0,0.0,0.303,weary tragic subject final part il trittico puccini composed grand confidence trick orchestrated falsifier willing anything gain wealth including bringing back dead
Immoral Love,2018,Italienisch,Humor,original comedy set world independent italian cinema feature director frustrated fool behind mirage making film life avoid taking responsibility professional,1.0,1.0,0.046,original comedy set world independent italian cinema feature director frustrated fool behind mirage making film life avoid taking responsibility professional
Twin Flower,2018,Italienisch,Drama,south italy full beauty hidden danger two adolescent abused damaged life anna whose father murdered basim immigrant orphan escape together towards new start,5.2,13.0,3.17,south italy full beauty hidden danger two adolescent abused damaged life anna whose father murdered basim immigrant orphan escape together towards new start
Ordinary Justice,2020,Italienisch,Drama,trial involving murder manslaughter armed robbery conducted inside courtroom two daughter accused sentenced wait outside hallway,4.563,8.0,0.609,trial involving murder manslaughter armed robbery conducted inside courtroom two daughter accused sentenced wait outside hallway
L'ultimo giorno del toro,2018,Italienisch,Drama,valerio basically good guy take refuge book silence unspoken word spoken low voice shy awkward someone life life head never head held high aquarium ampoule certainly sea fish last day bull comedy evil living,5.8,6.0,2.5,valerio basically good guy take refuge book silence unspoken word spoken low voice shy awkward someone life life head never head held high aquarium ampoule certainly sea fish last day bull comedy evil living
Era di marzo,2017,Italienisch,Drama,year spent yoke violent mafioso husband nunzia flees switzerland search shelter along way cross path husband henchman aitano transpires he lover absolutely besotted,0.0,0.0,0.668,year spent yoke violent mafioso husband nunzia flees switzerland search shelter along way cross path husband henchman aitano transpires lover absolutely besotted
EASY LIVING,2020,Italienisch,Humor,easy living melancholic coming age comedy dramatic contemporary reality migrant filtered eye kid turned adventure,5.5,4.0,1.05,easy living melancholic coming age comedy dramatic contemporary reality migrant filtered eye kid turned adventure
Debt,2020,Italienisch,Horror,margherita veronica adoptive brother diego house mother died pending resolution inheritance discover dark secret linked family,0.0,0.0,0.431,margherita veronica adoptive brother diego house mother died pending resolution inheritance discover dark secret linked family
Roommates,2022,Italienisch,Humor,giovanni young bologna looking house milan many trouble meet mattia moved milan study two begin live together changing course life forever,0.0,0.0,0.303,giovanni young bologna looking house milan many trouble meet mattia moved milan study two begin live together changing course life forever
Belli ciao,2022,Italienisch,Humor,pio amedeo inseparable friend least graduated high school point one faced question move north stay south,5.715,135.0,5.228,pio amedeo inseparable friend least graduated high school point one faced question move north stay south
"La ragazza, il dito e Alino",2017,Italienisch,Romanze,four friend wake drunken night unaware happened theyll track mysterious girl lost friend missing finger day never forget,3.0,1.0,0.192,four friend wake drunken night unaware happened theyll track mysterious girl lost friend missing finger day never forget
Run to You,2022,Italienisch,Romanze,gianni serial seducer life destined change meet chiara beautiful woman accident paraplegic,6.792,358.0,10.98,gianni serial seducer life destined change meet chiara beautiful woman accident paraplegic
A Starry Sky Above the Roman Ghetto,2020,Italienisch,Drama,past interlaces present discovery mysterious yellowed photograph depicting little girl lead christian jewish student search truth undertake journey memory painful past hard forget memory raid jewish ghetto rome,6.0,3.0,0.444,past interlaces present discovery mysterious yellowed photograph depicting little girl lead christian jewish student search truth undertake journey memory painful past hard forget memory raid jewish ghetto rome
It's Just in My Head,2020,Italienisch,Drama,andreas alessandro two friend known since childhood grown study university different city always spend summer together place born seaside resort regularly fill tourist every year,5.0,4.0,0.696,andreas alessandro two friend known since childhood grown study university different city always spend summer together place born seaside resort regularly fill tourist every year
A Holy Venetian Family,2015,Italienisch,Humor,gualtiero cecchin son entrepreneur must find new way make money squandering huge family fortune idea good dose recklessness gualtiero must find way fund new business navigating shady world neapolitan mob,5.0,22.0,3.025,gualtiero cecchin son entrepreneur must find new way make money squandering huge family fortune idea good dose recklessness gualtiero must find way fund new business navigating shady world neapolitan mob
Il sesso degli angeli,2022,Italienisch,Humor,street priest struggling save church learns late uncle left small business could turn fortune around hell soon realize said business fact brothel,5.366,93.0,3.872,street priest struggling save church learns late uncle left small business could turn fortune around hell soon realize said business fact brothel
After the War,2017,Italienisch,Drama,bologna 2002 amidst protest labor reform assassination lawyer open old wound italy france former farleft terrorist marco convicted murder year lead living paris since thanks mitterrand doctrine suspected instigator italian government asks extradition marco go hiding daughter viola precipitating life family back italy,6.9,22.0,1.474,bologna amidst protest labor reform assassination lawyer open old wound italy france former farleft terrorist marco convicted murder year lead living paris since thanks mitterrand doctrine suspected instigator italian government asks extradition marco go hiding daughter viola precipitating life family back italy
Devil Times Two,2022,Italienisch,Horror,convent near milan late 1970s mysterious murder take place couple expert exorcist sent investigate thought hand devil tough fight good evil,0.0,0.0,1.499,convent near milan late mysterious murder take place couple expert exorcist sent investigate thought hand devil tough fight good evil
Felicissime condoglianze,2017,Italienisch,Humor,lawyer prepares wedding brother becomes funeral planner,0.0,0.0,0.89,lawyer prepares wedding brother becomes funeral planner
The Anniversary,2022,Italienisch,Drama,today rosa celebrates anniversary engagement roberto wait dinner spends afternoon pool younger brother angelo begin comment news story happened day earlier body boy found field kilometre city roberto arrives expected glance three become enigmatic restless,0.0,0.0,2.192,today rosa celebrates anniversary engagement roberto wait dinner spends afternoon pool younger brother angelo begin comment news story happened day earlier body boy found field kilometre city roberto arrives expected glance three become enigmatic restless
Irreversible,2020,Italienisch,Romanze,two different distant galaxy collide result always unpredictable two existence carlo marco change shape irreversibly,2.0,1.0,1.874,two different distant galaxy collide result always unpredictable two existence carlo marco change shape irreversibly
Stolen Days,2019,Italienisch,Drama,salvo five father vincenzo arrested practically eye seven year later salvo life uncle cousin controlled peaceful existence turin area father return claim son four day vincenzo carry important load bari brings salvo nomen est omen insurance child better gun say presence event possible police detention distracting effect however reason vincenzo want salvo salvatore child prove potential vehicle redemption messed father entirely devoid feeling attention,6.649,77.0,3.333,salvo five father vincenzo arrested practically eye seven year later salvo life uncle cousin controlled peaceful existence turin area father return claim son four day vincenzo carry important load bari brings salvo nomen est omen insurance child better gun say presence event possible police detention distracting effect however reason vincenzo want salvo salvatore child prove potential vehicle redemption messed father entirely devoid feeling attention
Romantiche,2023,Italienisch,Romanze,story four girl live around rome,6.124,85.0,3.914,story four girl live around rome
Good Night,2019,Italienisch,Romanze,two boy meet late night,1.0,1.0,0.049,two boy meet late night
Pinocchio,2019,Italienisch,Drama,liveaction adaptation beloved fairytale old woodcarver geppetto fashion wooden puppet pinocchio magically come life pinocchio longs adventure easily led astray encountering magical beast fantastical spectacle making friend foe along journey however dream become real boy come true finally change way,6.573,1487.0,13.034,liveaction adaptation beloved fairytale old woodcarver geppetto fashion wooden puppet pinocchio magically come life pinocchio longs adventure easily led astray encountering magical beast fantastical spectacle making friend foe along journey however dream become real boy come true finally change way
The Era of Giants,2023,Italienisch,Horror,italian documentary illustrating xylella virus devastation olivegrowing flora apulia xylella virus apulia region southeastern italy serious botanical pandemic century underway quarantine bacterium xylella fastidiosa killing million olive tree disrupting landscape economy human relation era giant narrates giuseppes journey father land plain monumental olive tree epidemic imminent explain old farmer life disrupted invisible bacterium hitherto unknown italy,0.0,0.0,0.951,italian documentary illustrating xylella virus devastation olivegrowing flora apulia xylella virus apulia region southeastern italy serious botanical pandemic century underway quarantine bacterium xylella fastidiosa killing million olive tree disrupting landscape economy human relation era giant narrates giuseppes journey father land plain monumental olive tree epidemic imminent explain old farmer life disrupted invisible bacterium hitherto unknown italy
Grazie,2022,Italienisch,Drama,young soccer player aspires turn career professional must come term unfortunate reality,6.0,1.0,1.874,young soccer player aspires turn career professional must come term unfortunate reality
Sono nata il ventitré,2016,Italienisch,Humor,sono nata il ventitr play starring teresa mannino brought stage 2015 mannino tell audience story life grew world changed around journey childhood protective strong environment sicily painting picture parentchild relationship 70 small great trauma may actually educational long run,8.2,2.0,0.101,sono nata il ventitr play starring teresa mannino brought stage mannino tell audience story life grew world changed around journey childhood protective strong environment sicily painting picture parentchild relationship small great trauma may actually educational long run
121 Funny Ways to Almost Park a Car - Number 11,2022,Italienisch,Humor,many funny way park car number eleven,8.5,2.0,2.65,many funny way park car number eleven
Irreversible,2020,Italienisch,Drama,two different distant galaxy collide result always unpredictable two existence carlo marco change shape irreversibly,2.0,1.0,1.874,two different distant galaxy collide result always unpredictable two existence carlo marco change shape irreversibly
Illusione,2020,Italienisch,Romanze,1950s greek concert pianist meet love life trieste italy marry follows united state cruel fate awaits,6.0,1.0,0.194,greek concert pianist meet love life trieste italy marry follows united state cruel fate awaits
Coupon: The Film About Happiness,2023,Italienisch,Humor,andrea quirky lonely misfit romantic individual life life blackandwhite film perpetually outofsync world around sultry scorching august heat venture bicycle semideserted rome populated surviving student many elderly people foreigner cannot afford vacation andrea intends reach supermarket buy can tuna fish continue accumulating point win mysterious happiness coupon among magical encounter vicissitude bizarre happening reaching happiness always dream pursuing may turn nightmare besides sure say happiness make one happy,0.0,0.0,0.076,andrea quirky lonely misfit romantic individual life life blackandwhite film perpetually outofsync world around sultry scorching august heat venture bicycle semideserted rome populated surviving student many elderly people foreigner cannot afford vacation andrea intends reach supermarket buy tuna fish continue accumulating point win mysterious happiness coupon among magical encounter vicissitude bizarre happening reaching happiness always dream pursuing may turn nightmare besides sure say happiness make one happy
The Weight Of The World On My Shoulders,2019,Italienisch,Drama,marco parisi worked small turin factory thirty year bankruptcy trustee give year seek investor keeping company alive end year marco decides take,6.6,11.0,0.985,marco parisi worked small turin factory thirty year bankruptcy trustee give year seek investor keeping company alive end year marco decides take
Antonia,2015,Italienisch,Drama,distinguished italian poet antonia pozzi 19121938 among woman odds time lived poem record inability adapt social norm desire live fully poetry sought escape reality complex soul emotional life,5.7,17.0,1.331,distinguished italian poet antonia pozzi among woman odds time lived poem record inability adapt social norm desire live fully poetry sought escape reality complex soul emotional life
Galleggiando Nel Liquido,2021,Italienisch,Drama,alessandro young immigrant italian origin difficult past leaving country origin moving permanently italy find complex existential dilemma unable converse pietro boyfriend vision world completely different thus clash different reality start ruin everything floating liquid first part trilogy work written directed vinicius bellemo,0.0,0.0,0.616,alessandro young immigrant italian origin difficult past leaving country origin moving permanently italy find complex existential dilemma unable converse pietro boyfriend vision world completely different thus clash different reality start ruin everything floating liquid first part trilogy work written directed vinicius bellemo
September,2022,Italienisch,Humor,course day september three loosely related people realize life one dreamt,6.815,84.0,4.99,course day september three loosely related people realize life one dreamt
Menocchio the Heretic,2018,Italienisch,Drama,italy late 16th century church threatened protestant unleashes inquisition menocchio old stubborn selfeducated miller oppose new order accused heresy ignores pleading stand trial story incapable betraying principle,6.1,26.0,2.809,italy late th century church threatened protestant unleashes inquisition menocchio old stubborn selfeducated miller oppose new order accused heresy ignores pleading stand trial story incapable betraying principle
La Fuga,2017,Italienisch,Action,saverio sallesi past boxer without much success grappling difficult situation small precedent law deal unemployment failed loan bank even sentimental point view thing going well unable build serious relationship woman frequents one day robs bank escape decides hide apartment micol prostitute,5.2,2.0,0.404,saverio sallesi past boxer without much success grappling difficult situation small precedent law deal unemployment failed loan bank even sentimental point view thing going well unable build serious relationship woman frequents one day robs bank escape decides hide apartment micol prostitute
Nato a Casal di Principe,2017,Italienisch,Drama,late 1980s amedeo letizia young 20 something italian leaf hometown casal di principe pursue career acting rome he making debut younger brother paolo kidnapped armed men amedeo come back return infernal descent past region contradiction,5.7,11.0,0.984,late amedeo letizia young something italian leaf hometown casal di principe pursue career acting rome making debut younger brother paolo kidnapped armed men amedeo come back return infernal descent past region contradiction
Passpartu’ - Operazione Doppiozero,2019,Italienisch,Humor,ceraso parco del cilento four young friend decide answer call tender management hotel make change professional life ignore aim odd businessman rome quiet local community completely shaken buy deception solidarity old passion new love funny situation deep emotion,5.6,5.0,0.48,ceraso parco del cilento four young friend decide answer call tender management hotel make change professional life ignore aim odd businessman rome quiet local community completely shaken buy deception solidarity old passion new love funny situation deep emotion
Verdiana,2020,Italienisch,Humor,big fight couple wake unbelievable problem cant speak cant hear anything doctor exam useless female zen master special plant come aid,0.0,0.0,0.825,big fight couple wake unbelievable problem cant speak cant hear anything doctor exam useless female zen master special plant come aid
A Little Lust,2015,Italienisch,Humor,sixteen year old roccos two aim life get laid see favorite pop star concert two best friend bullying incident school force rocco come divorced middleclass parent liberal leaning severely tested luckily two friend stand join running away home parent stolen car see favorite singer concert followed hot heel neurotic mother eccentric gran,6.685,27.0,2.063,sixteen year old roccos two aim life get laid see favorite pop star concert two best friend bullying incident school force rocco come divorced middleclass parent liberal leaning severely tested luckily two friend stand join running away home parent stolen car see favorite singer concert followed hot heel neurotic mother eccentric gran
31 Ottobre,2023,Italienisch,Horror,small town central italy strange event phenomenon happen people come contact local lake,0.0,0.0,2.825,small town central italy strange event phenomenon happen people come contact local lake
HypoCrisis,2021,Italienisch,Horror,thought contradiction mind action hypocrite crisis,0.0,0.0,0.018,thought contradiction mind action hypocrite crisis
Youth,2015,Italienisch,Humor,two lifelong friend bond whilst vacationing luxury swiss alp lodge ponder retirement fred plan resume musical career despite urging loving daughter lena mick intent finishing screenplay may last important film muse brenda inspiration lead younger friend jimmy actor grasping make sense next performance,6.904,2007.0,10.728,two lifelong friend bond whilst vacationing luxury swiss alp lodge ponder retirement fred plan resume musical career despite urging loving daughter lena mick intent finishing screenplay may last important film muse brenda inspiration lead younger friend jimmy actor grasping make sense next performance
Strangeness,2022,Italienisch,Drama,trip sicily 1920 luigi pirandello meet two gravediggersturnedplaywrights rehearsing play amateur dramatics pirandello take interest odd couple suffering writer block working eventual masterpiece six character search author,6.902,312.0,6.18,trip sicily luigi pirandello meet two gravediggersturnedplaywrights rehearsing play amateur dramatics pirandello take interest odd couple suffering writer block working eventual masterpiece six character search author
Dampyr,2022,Italienisch,Action,wartorn balkan bogus monster hunter harlan draka hired soldier happen attack army actual vampire uncovering hidden truth past process halfhuman halfvampire dampyr,6.373,138.0,26.192,wartorn balkan bogus monster hunter harlan draka hired soldier happen attack army actual vampire uncovering hidden truth past process halfhuman halfvampire dampyr
Zoo School,2015,Italienisch,Horror,2pm another school day sabot teacher expelled school show armed club premeditated vandalism turn feud sabot rage colleague ostracized killing spree wont spare even boy always fought,0.0,0.0,1.469,pm another school day sabot teacher expelled school show armed club premeditated vandalism turn feud sabot rage colleague ostracized killing spree wont spare even boy always fought
Un Natale al Sud,2016,Italienisch,Humor,milanese policeman peppino neapolitan florist ambrogio celebrate christmas ski resort town along family discover son dating never met girlfriend person parent embark private dating apps seem reached almost everything everyone,4.739,232.0,5.026,milanese policeman peppino neapolitan florist ambrogio celebrate christmas ski resort town along family discover son dating never met girlfriend person parent embark private dating apps seem reached almost everything everyone
Il giorno della patata,2018,Italienisch,Humor,three girl live apartment struggle boy relationship swear deal boy time mysterious boy go live next house curiosity make way,0.0,0.0,0.505,three girl live apartment struggle boy relationship swear deal boy time mysterious boy go live next house curiosity make way
Oh My God!,2018,Italienisch,Drama,would happen today society defines catholic christian jesus really came back announced gospel would take seriously difficulty would jesus encounter today recognized,4.0,11.0,0.402,would happen today society defines catholic christian jesus really came back announced gospel would take seriously difficulty would jesus encounter today recognized
Mother Superior,2022,Italienisch,Horror,young join new convent uncovers bloodthirsty plot,0.0,0.0,0.185,young join new convent uncovers bloodthirsty plot
The Hidden Child,2021,Italienisch,Drama,gabriele santoro professor pianoforte music conservatory san pietro majella life workingclass area city one morning shaving beard postman buzz intercom tell package gabriele open door greeting run rinse face short space time tenyearold child slip apartment hide away maestro he called neighbourhood notice stowaway late night see recognises intruder ciro child life parent sibling top floor building asked fled home ciro refuse speak nevertheless maestro instinctively decides hide home setting ciros enemy uniquely difficult challenge,6.604,53.0,2.46,gabriele santoro professor pianoforte music conservatory san pietro majella life workingclass area city one morning shaving beard postman buzz intercom tell package gabriele open door greeting run rinse face short space time tenyearold child slip apartment hide away maestro called neighbourhood notice stowaway late night see recognises intruder ciro child life parent sibling top floor building asked fled home ciro refuse speak nevertheless maestro instinctively decides hide home setting ciros enemy uniquely difficult challenge
Belli di papà,2015,Italienisch,Humor,wealthy businessman vincenzo realizes father absent two son 1aughter spoiled unable support economically vincenzo stage fraudulent bankruptcy run child taranto old house boy struggling settle vincenzo confident hope soon find job city meanwhile impostor blackmailer want marry daughter vincenzo arrives puglia expose scam,5.901,272.0,5.265,wealthy businessman vincenzo realizes father absent two son aughter spoiled unable support economically vincenzo stage fraudulent bankruptcy run child taranto old house boy struggling settle vincenzo confident hope soon find job city meanwhile impostor blackmailer want marry daughter vincenzo arrives puglia expose scam
Modalità aereo,2019,Italienisch,Humor,diego successful entrepreneur rich caring good others scruple belittle next attitude turn forgets airport bathroom latestgeneration mobile phone social profile contact credit card,5.81,229.0,5.716,diego successful entrepreneur rich caring good others scruple belittle next attitude turn forgets airport bathroom latestgeneration mobile phone social profile contact credit card
Caruso presents: The Good Italian II - The Prince goes to Milan,2016,Italienisch,Drama,prince go city milan meet mysterious lady turn niece travelling elegant lancia aurelia spider b24 symbol italian design industry world driven faithful fefe godchild butler chooses secret enclave similar atmosphere princely rocca soragna four season hotel,0.0,0.0,0.512,prince go city milan meet mysterious lady turn niece travelling elegant lancia aurelia spider b symbol italian design industry world driven faithful fefe godchild butler chooses secret enclave similar atmosphere princely rocca soragna four season hotel
The Mute Man of Sardinia,2022,Italienisch,Drama,gallura mid1800s feud vas mamia family historically documented causing bloodshed region bastiano tansu deafmute since birth one protagonist mistreated marginalized since childhood brother michele murdered joined force one two leader faction pietro vas put service fury amazing aim becoming highly feared assassin state church try stem wave terror 70 death peace aggius arrives first bastiano find peace love pastor daughter violent superstitious world already labeled devil son boy someone like cannot found innocent thus chooses confront destiny,5.8,12.0,3.87,gallura mids feud va mamia family historically documented causing bloodshed region bastiano tansu deafmute since birth one protagonist mistreated marginalized since childhood brother michele murdered joined force one two leader faction pietro va put service fury amazing aim becoming highly feared assassin state church try stem wave terror death peace aggius arrives first bastiano find peace love pastor daughter violent superstitious world already labeled devil son boy someone like cannot found innocent thus chooses confront destiny
The Boundary,2018,Italienisch,Drama,story three young people forced grow early emma franz bruno three friend trieste close life mercilessly affected first world force child fight survival well love friendship although come different social stratum,6.6,4.0,0.981,story three young people forced grow early emma franz bruno three friend trieste close life mercilessly affected first world force child fight survival well love friendship although come different social stratum
Una Femmina: The Code of Silence,2022,Italienisch,Drama,rosa young rebel girl life grandmother uncle remote part calabria southernmost italy mother untimely death rosa child cast gloomy shadow present life,5.868,34.0,4.099,rosa young rebel girl life grandmother uncle remote part calabria southernmost italy mother untimely death rosa child cast gloomy shadow present life
It's All About Love,2021,Italienisch,Drama,inspired true story stefano lotumolo film narrates ascent photographer want achieve dream communicate beauty importance diversity world,0.0,0.0,0.322,inspired true story stefano lotumolo film narrates ascent photographer want achieve dream communicate beauty importance diversity world
Bed Number 6,2020,Italienisch,Horror,doctor bianca valentino hired cover night shift ward pediatric hospital find immersed environment behind reassuring image hide terrifying secret linked past childrens asylum ghost child wanders corridor tormenting transforming night clinic endless nightmare day day become reality,5.058,26.0,1.643,doctor bianca valentino hired cover night shift ward pediatric hospital find immersed environment behind reassuring image hide terrifying secret linked past childrens asylum ghost child wanders corridor tormenting transforming night clinic endless nightmare day day become reality
Rwanda,2019,Italienisch,Drama,two white italian actor play black rwandan factbased tale set rwanda genocide,7.3,10.0,0.952,two white italian actor play black rwandan factbased tale set rwanda genocide
Ragazzaccio,2022,Italienisch,Humor,generation thousand kid facing global pandemic bullying mattias world full emotional fragility loneliness social discomfort much technological interaction generates violence,5.8,11.0,1.589,generation thousand kid facing global pandemic bullying mattias world full emotional fragility loneliness social discomfort much technological interaction generates violence
