title,release_year,language,overview,vote_average,vote_count,popularity
Vaychiletik,2021.0,Spanisch,"Through his dreams, José received a gift given by the gods. Now that he is at a mature age in life, José would like to rest, but he is not allowed.",0.0,0.0,4.714
This Is Cristina,2019.0,Spanisch,"Cristina and Susana have been best friends since high school. Now, both over 30 years old, they are still living like they did in their teenage years. Or maybe they never grew up.",6.0,3.0,2.02
"Nisman, the 86th Victim",2023.0,Spanisch,"Prosecutor Alberto Nisman was investigating the responsibility of the Argentine government and Iranian officials in the attempt against the Argentine Israeli Mutual Society (AMIA) when, hours before presenting the evidence of that pact, he was found dead.",2.0,1.0,3.07
"Meat Stew, Original Recipe",2019.0,Spanisch,"A dysfunctional family reunites after the grandmother's death, who was a famous cooker of the traditional mexican dish: mole de olla.",5.8,5.0,2.662
Otra Vez,2023.0,Spanisch,"Two young people, Álex and Casandra, coincide at a party to celebrate the end of high school. After a large conversation, emerges a connection between them that ends up revealing the past and the future that unite them.",0.0,0.0,2.318
One Step from Me,2021.0,Spanisch,"Tatiana is a journalist with a routine life in all its aspects and a recently failed love relationship. Motivated by her best friend, she decides to make a stop and travel around Costa Rica to find herself and inner peace.",6.887,62.0,3.876
Mixtape La Pampa,2023.0,Spanisch,"This is the cinematographic diary of an extended trip across the Pampas, on the trail of Guillermo Enrique Hudson, aka William Henry Hudson. Hudson is an enigmatic figure, full of paradoxes: he was an Argentine gaucho who became an English writer. He fought in the army against the “savages” but also defended them. He wrote obsessively about his native land, but never returned. In the twists and turns of the road, emerges a mix of documentary speculation, personal memory… and dreams.",8.0,1.0,3.584
The Memory of Water,2015.0,Spanisch,"After the tragic loss of their 4-year-old son, Javier and Amanda struggle to make sense of their lives together.",6.3,22.0,3.167
Art of Love,2021.0,Spanisch,"A mysterious, erotic and haunting love story between a writer/professor at Puerto Rico's leading University and an aspiring artist from the immigrant Chinese community.",2.75,8.0,4.008
Sexo a la venta,2022.0,Spanisch,"Patricia is a woman who was handed over as payment for her father's debt to the mafia. Her life takes a turn every moment, positioning her each time in a better rank within the mafia.",6.827,55.0,2.931
El sueño de Emma,2023.0,Spanisch,"Emma (16) and her father (48) live in a small house at the river on Delta del Tigre, Buenos Aires. Emma is rehearsing a Shakespeare play at school and she dreams to visit London. One day the unexpected happen, her teacher gets an exchange scholarship for her to travel to England. The idea of ​​being apart destroy Marcos and Emma who will have to understand another possible way of loving.",0.0,0.0,2.815
Kill Pinochet,2020.0,Spanisch,"Chile, September 1986. Tamara, commander of the communist guerrilla group Manuel Rodríguez Patriotic Front, and her comrades-in-arms set out to overthrow the military regime installed in 1973 by assassinating the dictator Augusto Pinochet.",6.75,10.0,4.669
The Island,2017.0,Spanisch,"Dos Islas is a poetic story about old age, family and the bond between a granddaughter and a grandmother. The woman, who just turned 102, tells stories about her past and childhood. In a literary and visual way she describes the most minute details. The film dazzles the viewer with love and optimism, the time passes slowly between the two islands, which might be real people, real places or the products of the main character’s imagination.",0.0,0.0,2.0
Salvar Tenerife,2021.0,Spanisch,"Salvar Tenerife shows, like never before, the overexploitation to which the island of Tenerife is submitted. It receives more than 6 million tourists a year and has a population of 930000 inhabitants. These figures are born from the terrible way in which the island has been managed during the last decades and currently. An infinite and untenable growth which is threatening more than ever the natural spaces and biodiversity from Tenerife, more and more deteriorated each day. This documentary seeks to boost a change towards real sustainable development, so we can have a future in which we live alongside nature and we can keep enjoying Tenerife (and the rest of the Canary Islands) in their wild and natural state.",0.0,0.0,1.999
Spanish Western,2015.0,Spanisch,"A vindication of the role of the technicians and artists who made spaghetti western genre possible, and a walk through the landscapes that made it possible to recreate in Spain, mainly in the desert of Almería, hundreds of adventures set in the remote American Far West.",5.7,13.0,1.999
Penalty Kick,2018.0,Spanisch,"How far does a soccer fan goes for his beloved national team? Mariano Cárdenas will risk his job, wife and family to support his soccer team during the World Cup qualifiers.",5.325,20.0,2.106
Window to the Sea,2020.0,Spanisch,"Faced with life changing news, María, a fifty-five-year-old Spanish woman from Bilbao, chooses to take a trip to Greece with her closest girlfriends against the advice of her son and doctors. A spontaneous decision leads her to the island of Nisyros, a tiny haven of peace and calm that immediately feels like home. While exploring the beautiful island and soaking in its hidden treasures, she meets Stefanos and finds herself falling in love against all odds.",6.417,12.0,2.12
The Animal's Wife,2016.0,Spanisch,Colombian director Víctor Gaviria melds stark realism with nail-biting thrills in this story about a teenage girl who is kidnapped and forced into marriage with a ferocious shantytown thug.,7.851,37.0,2.614
I Trust You,2023.0,Spanisch,"Since 2006, Susana and Nélida, protagonists of this story, are imprisoned in the Tucumán  Women Prison. They are accused of a crime they say they haven’t committed. They were sentenced to 20 years in prison for being responsible for the disappearance of a teacher friend of theirs, Beatriz Argañaraz, whose body never appeared. Susana and Nélida pray every day for the body to appear and the mystery to be solved. Meanwhile, their lives changed emphatically during the last 16 years behind bars.",0.0,0.0,3.562
Unfinished Affairs,2022.0,Spanisch,"Inspector Manuel Bianquetti is forced to accept a transfer to a police precinct in Cádiz. His initially peaceful move will soon be shattered with the discovery of the body of a young girl who reminds him of a terrible past. Despite the opposition of his superiors, Bianquetti will embark on a solo crusade to find the culprit, following clues that might be no more than figments of his imagination. The only person who seems to be on his side is his neighbour, a fragile nurse harassed by her former partner.",5.833,21.0,2.649
Mi querido Juan Manuel,2022.0,Spanisch,"Juan, a seventy-year-old man with senile dementia, shares a room with Manuel, a young sparrow.",5.0,1.0,1.993
I'm Not Crazy!,2018.0,Spanisch,A woman enters a quirky mental health clinic after attempting suicide upon finding out her husband is having an affair with her best friend.,6.188,48.0,4.445
Los de abajo,2022.0,Spanisch,"Gregório is a rustic and idealistic peasant who lives frustrated in the village of Rosillas. Arrogant and bold, he wants to recover the waters of the family's old dam, which were diverted by Colonel Igrejas, an Argentinean farmer who acts in collusion with the town's mayor to benefit the cultivation of his own vines. In the midst of all this, Gregório will have to face the contempt of the residents, the corruption and the socioeconomic power of the elite, leaving aside the love for his little son Olegário, the care for his elderly parents and the love of Paula, the teacher at the school who insists that he go live in the city. How does the one who stays on the land that everyone has decided to leave survives.",2.0,1.0,4.649
The Beauty and the Moody,2022.0,Spanisch,"Meet Cheo Martinez, the neighbor you do not want to have and whose time has come when his neighbors, tired of putting up with him, hire Carolina Rico, a beautiful and audacious escort, to make him fall in love and get him out of the building. What will happen when Cheo falls into the tricks of love and Carolina’s dark past reaches her?",7.2,29.0,2.387
Imperfect Future,2023.0,Spanisch,Ramon meets his future,0.0,0.0,1.991
Mystic Tiger,2023.0,Spanisch,"After the accident, nothing has ever been the same.",0.0,0.0,1.99
La Charada Teatro - Puppeteers in Guatemala,2020.0,Spanisch,"A joyous Guatemalan film about the magic and charm of puppetry. This documentary follows the charismatic artists as they make their puppets and perform. Both humorous and socially aware, their themes are drawn from classic stories, local legends and history.",10.0,1.0,2.788
1974: The Possession of Altair,2018.0,Spanisch,"A newlywed couple disappeared in 1974, their 8mm tapes reveal one of the most horrifying events in Mexican history.",5.662,34.0,4.635
Francis: Pray for Me,2015.0,Spanisch,"A look at the life of Jorge Mario Bergoglio, form his early childhood days in Argentina to his becoming Pope Francis.",6.1,23.0,3.192
Juego cruzado,2023.0,Spanisch,What if a child’s toys became real?,0.0,0.0,3.306
Summer in Red,2023.0,Spanisch,"Madrid, summer of 2010. Commissioner María Ruiz investigates the sinister crime of a young man. With no visible identity and no clues or apparent motive, María will begin an investigation that will become more and more complicated.",5.606,33.0,3.036
The 86,2017.0,Spanisch,"Inspired by true events, ""The 86"" highlights the activities of a band of 86 street thugs that were famous for their strong presence in the venezuelan capital city during the 1980's.",6.4,4.0,2.621
Knights of Santiago,2023.0,Spanisch,"In a country divided in an eternal internal war, an order of knights rises to build a nation.",0.0,0.0,2.054
Asphalt Goddess,2020.0,Spanisch,"Max returns to her slum turned into the vocalist of a rock band. There, the memories await, the latest news and the truths that were silent for years: Sonia is a voice that speaks from the death.",6.9,38.0,4.609
Ramé,2023.0,Spanisch,"Daria, a young woman with borderline personality disorder, tries to end her life through psychiatric euthanasia, but her request is rejected as it is not something recognized or legalized in Chile. Looking for an alternative way, she meets Carmen, a woman who is part of an organization that assists suicides.",2.0,1.0,1.975
Malvada,2022.0,Spanisch,A desperate mother contacts his son's ex-girlfriend to tell her that he's about to marry a wicked witch.,7.8,20.0,2.124
The Mongolian Conspiracy,2019.0,Spanisch,"1963, the Soviet Union intercepts a rumour that China pretends to assassinate the president of the US in his visit to Mexico. Filiberto Garcia, a local policeman, has 72 hours to investigate the Mongolian Conspiracy.",6.3,26.0,4.032
A Reason For Outrage,2023.0,Spanisch,"Sofia hangs out with her friends, while her family is at home, waiting for her return, unfortunately...",10.0,1.0,3.589
Hotel Coppelia,2021.0,Spanisch,"1965, Dominican Republic. At a seaside brothel, the lives of a group of prostitutes take a dramatic turn when freedom fighters stage a revolutionary coup, making them realise they can have a better life and perhaps find love. But everything changes when the US army supresses the revolution and takes the brothel as a military base: the girls will have to face the dilemma of either sleeping with the enemy or protecting their dignity at all costs.",7.9,51.0,3.286
Olimpia,2018.0,Spanisch,"The film tells the story of Raquel, Rodolfo and Hernán, members of a brigade at the UNAM during the student movement in Mexico in 1968. Through their photographs, films and writings, we will know the history of the day that the army took the university and how their students united, shouted and never forgot.",6.5,10.0,2.55
Carrefur Virgin,2022.0,Spanisch,"Synopsis, by Lucía Seles: ““This video is my tribute to the afternoons that I spent myself concentrated and safe without anyone on the hills of the viewpoint and other areas like this and my anguish because the shoe stores are less cold than one would like. and apart from that it's part 02 of early kirk -early church”.",0.0,0.0,2.766
Crazy for Change,2020.0,Spanisch,"Paula and Paulina, two young women who hate each other, magically swap bodies after a high school reunion.",6.8,27.0,3.314
Pendientes,2023.0,Spanisch,"A love that seems to be eternal begins to end. Aurelio will do everything possible to make his inheritance fall into the hands of the love of his life, Ricardo, once he dies.",0.0,0.0,1.964
Recontraloca,2019.0,Spanisch,"When a woman visits a Chinese doctor, she discovers her pain is due to pent-up rage, and the only cure is to fully express herself, whatever may come.",7.3,24.0,2.22
Drunk Angry Idiot,2018.0,Spanisch,"A comedy about alcoholism that follows the relationship between Mateo and his best friend, who always gets drunk.",5.4,21.0,2.129
Obsessions,2022.0,Spanisch,"A young gay university student in search of his identity and his queer sister deal with adversity by confronting their conservative father, and discovering that their sexuality overpowers them in the desire of their most unexpected obsessions.",1.5,2.0,4.575
"Sara, the force of the sea",2023.0,Spanisch,"Sara is a judge very committed to the cases she hears in her office. After meeting David, a young artist, on the beach, she must make decisions about her work and her relationship with Lucas, her husband. Sara, through the force of the sea, wants to achieve spaces of freedom. The encounters with a Caribbean woman, Rosa, and an enigmatic man from the city, Virgilio, will be decisive in resolving her personal dilemmas and better understanding the meaning of justice in a society indifferent to the most marginalized people and with enormous inequality.",8.7,3.0,1.96
Karem the Possession,2021.0,Spanisch,A possessed young girl from an atheist family refuses to let her new powers go and becomes more than a threat to everyone besides her.,5.5,12.0,2.618
Aversión,2019.0,Spanisch,"Tired of being bullied, a highschool student starts to listen to his darkest thoughts in order to fit in.",7.1,6.0,4.568
Amores perros,2016.0,Spanisch,Eva does everything possible to forget her ex-partner when something happens.,8.2,2.0,1.954
The Caravan,2023.0,Spanisch,"We accompanied an 8 months pregnant Yuri, who migrates with her partner Mike and her son Santi with one objective, to give birth in USA",0.0,0.0,1.951
Red Latex,2020.0,Spanisch,"Eric lives with his pregnant wife in his in-laws' house because they have no money to become independent. Eric is very docile and the people around him: his wife, his father, his father-in-law, and his boss have always told him what he has to do with his life. But everything has a limit. Fed of with this situation, Eric leaves his family and escapes to the mansion of the dominatrix Mistress Gise to become his slave. Eric hopes to achieve liberation by submitting to Mistress Gise. When his family finds out, they do what they can to get him back. Meanwhile, Mistress Gise is a twisted Domina who takes Eric's slavery beyond any expected limit.",5.661,28.0,3.587
Volley,2015.0,Spanisch,"While spending New Year's Eve with a group of friends at his grandfather's cabin, a flirtatious young man unexpectedly falls for one of his guests.",5.662,35.0,3.54
Busco novio para mi mujer,2016.0,Spanisch,"Paco, so fed up with his nagging and nitpicking wife, comes up with an ingenious plan to end the unhappy union: Find her a boyfriend by hiring a professional seducer nicknamed ""El Taiger"" to whisk her off her feet and out of the marriage.",6.021,24.0,4.211
Feral,2021.0,Spanisch,"The mountains of Oaxaca harbor the remains of a ravaged and burnt shelter, once home to a psychoanalyst priest who used it to look after savage children, trying to re-integrate them into society. Through videotape diaries and interviews, the truth of what happened is shockingly revealed.",5.0,5.0,4.536
As Lost As Convinced,2020.0,Spanisch,"Paula goes through a night, trying hard to make something happen that is not happening to her. As she gets drunk in all the places she visits, she meets an ex-boyfriend, some friends who are not with her and Fernando. What was her threat, ends up being her treasure.",0.0,0.0,1.998
Silence Is Welcome,2017.0,Spanisch,"During the holidays, Amanda, trapped in adolescence, looks for a way to escape from the annoying family trip. While travelling, she realizes how her relationship with her family is progressively crumbling and her parents marriage is slowly falling apart. She sees it as a punishment, but does not suspect that with the imminent escalation of violence in Mexico this could be their last vacation together.",4.6,7.0,1.941
"Sergio Larraín, The Eternal Moment",2021.0,Spanisch,"This documentary offers a portrait of the photographer Sergio Larrain based on the mark that he left during the course of his existence: photographs, testimonies, philosophical texts, and in particular, thousands of letters that are the gateway to his inner world and the mysteries of his life and work.",4.0,2.0,3.31
The History of Monsters,2019.0,Spanisch,"Haunted every night by monsters of unknown origin, an isolated woman finds a stranger in the woods and struggles between her safety and her sexual desires.",6.0,2.0,1.939
Though You May Not Know,2016.0,Spanisch,"An account of the life and work of the Spanish poet Luis García Montero; a journey through his experiences, his mentors, his influences and his contact with other artists, both from the literary world and from other disciplines.",7.0,1.0,4.522
The Undressed Monarch,2022.0,Spanisch,A presidential candidate and his wife organize a dinner to establish relations with political interests. But not everything will go as planned...,7.5,2.0,3.32
How Most Things Work,2015.0,Spanisch,"Celina works at a remote tollbooth on a desert road, few days before Christmas, her father dies and Celina becomes a door-to-door encyclopedia saleswoman so she can earn enough money to travel to Italy and find her mom.",5.625,13.0,2.629
Love Without Fear,2022.0,Spanisch,"A sexy romantic story about Josh Adams and his self-discovery in the city of Taxco, Mexico, as well as an intimate depiction of two men from different parts of the world that unexpectedly are drawn to one another. When Josh meets musician Leo, his life changes in this erotic, humane drama.",2.3,3.0,4.514
A Boyfriend for My Wife,2017.0,Spanisch,"Daniel reached the limit of his patience with his wife. The extremely temperamental Natalia is always protesting. But Daniel does not have the courage to ask for a divorce. Thus, he accepts the advice of his friends to hire a famous local Don Juan to seduce his wife and be she who deserted him.",5.0,6.0,1.934
La Antorcha de los Éxitos: Cifesa (1932-1961),2022.0,Spanisch,"The amazing story of Cifesa, a mythical film production company founded in Valencia by the Casanova family that managed to dominate the box office during the turbulent times of the Second Spanish Republic, the carnage of the Civil War and the hardships of the long post-war period and Franco's dictatorship — and survive until the sixties, when Spain was timidly beginning to change.",4.0,2.0,1.933
Mambo Dreams,2022.0,Spanisch,"Dámaso Pérez Prado, known as ""el rey del mambo"", came back from the dead to look for the love of his life.",6.9,10.0,2.56
Red Shoes,2022.0,Spanisch,"At a remote location in the mountains of Mexico lives Artemio, a farmer who is watching the desolate plot of land on which he works and his life itself slip from his fingers. When he receives shocking news, he decides to set off for the city in search of deliverance, but finds himself having to deal with a brutal world that is completely unknown to him.",6.167,6.0,2.187
The Farm,2015.0,Spanisch,"A promising young boxer, a barren midwife, and a fat kid with a bike: three intersecting stories about the pursuit of happiness and it's unanticipated consequences during the economic collapse of the island of Puerto Rico.",6.2,5.0,3.137
The Incredible Shrinking Wknd,2019.0,Spanisch,"Navarra, Spain. Alba has just turned thirty and is about to enjoy a weekend with her boyfriend and her friends in an isolated country house, but soon she will notice that this particular weekend is not at all like any other that she has lived before.",5.8,23.0,2.681
Alelí,2019.0,Spanisch,"The death of patriarch Alfredo sends his heirs into a downward spiral. With the pending sale of their beach house, a repository of childhood memories, three siblings’ long-simmering resentments are brought to a full boil.",6.8,14.0,1.926
Let Her Go,2015.0,Spanisch,"In an act of jealousy, David hits his young bride demanding to know who’s the guy calling over the phone on their wedding night. Little does he know that his wife hides a secret so dark and dangerous that once it’s out nothing can ever be the same.",4.3,3.0,2.825
El perfil de Lisa,2023.0,Spanisch,"Is it that serious to have only one lemon in the fridge? Is it an unimportant coincidence or is it a sign of something else? Lisa asks herself what she did wrong with Juan, who got upset the night he went to her place and there was nothing to eat.",0.0,0.0,3.54
Rey,2017.0,Spanisch,"In the nineteenth century, a French adventurer sets off to establish a kingdom in the inhospitable South of Chile, uniting the feared Mapuche under him. The response of the Chilean army is devastating.",4.313,8.0,2.978
Silent Night Death Night IX It is forbidden to say Pig,2023.0,Spanisch,The Cabrera family is in danger because of an evil specter.,9.0,1.0,1.92
Estándar,2020.0,Spanisch,"Tomás’ two great passions are classical music and a compulsion for putting things in order, which has led to his nickname “rarito” (weirdo). In Tomás’ tidy world, where he works stacking shelves in the supermarket of a quiet, uneventful neighborhood, something changes when his secret platonic love, Laura, disappears. However, thanks to his fondness for tidying up things and noting down everything, he analyses the habits and obsessions of an eccentric array of clients to find out who is behind Laura’s disappearance. In this town nothing is as “standard” as Tomás would like…",3.5,8.0,2.233
ESCAPE FROM REALITY,2022.0,Spanisch,"Every day is the same as the previous ones, you wonder what you did wrong, and you think that the next year you will be able to improve things. Maybe you need a break, escape for a few seconds... If you had that possibility, wouldn't you take it even though it took away part of your life?",6.0,1.0,3.786
Motherhood,2022.0,Spanisch,"At the age of 14, Carla is a wild and rebellious teenager. Living in a modest restaurant on the outskirts of a town with her young single mother, she skips school and passes the time with her friend Efraín. When a social worker realizes that Carla is five months pregnant, she is taken to ‘La Maternal’, a center for teenage mothers, to live with other young women like herself. Together with their babies, they will learn to cope with this new adult life for which they had no time to prepare.",8.0,13.0,3.897
Young Man on the Bar Masturbating with Rage and Nerve,2015.0,Spanisch,"Dance and prostitution play the same role for Cristhian’s body. Virtuosity, desire, technique, and sex intertwine, granting coherence to a way of life that offers many answers to few questions. A leitmotiv that reconciles opposites and contradictions. Answers that are sometimes painful, like all truths.",5.3,13.0,1.916
None of That,2023.0,Spanisch,"Whilst a mother drives with her daughter through the wealthy suburbs of her home city, eyeing the houses of the rich, she accidentally drives her car into a beautiful flower patch inside the front yard of a mansion, bogging their car down. The daughter needs to provide the solution, before her mother’s visceral fascination with the house and its owner drives them both to a point of no return.",5.8,6.0,2.947
Soy una buena persona,2023.0,Spanisch,"Sabina lives with and from her parents in her thirties. Another ""artist"" who drags herself through a Madrid in crisis, surrounded by people even sadder and worst than herself. Chance gives him the opportunity to ""kill it"" - and why not?",5.7,3.0,2.603
"Cazador, la película",2019.0,Spanisch,"Melkor is a rebellious demon who choses Buenos Aires to turn it into his personal hell by unleashing a demonic invasion. Zombies and demons walk the earth. All is chaos, fire, and death. The only one capable of stopping the hordes of the underworld is Cazador, but he only seems interested in drinking, eating, and fucking. To spark his interest the key will be Bussi the bear, his favorite plush toy.  Based on the 90s comic.",7.8,10.0,4.289
La Condesa,2020.0,Spanisch,Brothers Felipe and Eduardo spend a quiet weekend with each other's girlfriend. They like the girls' grandmother's old house. The deceased grandmother's old house plunges them into a nightmare when they discover a dark family secret hidden for generations in The Countess.,6.5,61.0,3.822
Adarmia: The Language of Different Eyes,2023.0,Spanisch,"Adarmia is a thoughtful stop motion story that raises questions about experience, truth, hope and poetry. It tells the story of Moev and his father, who seek answers and have hope in the promise the gods once made to them. It addresses questions about the phenomena of perception and the concepts of ""being"", ""seeming"" and ""knowing"".",10.0,1.0,1.913
My Pana,2023.0,Spanisch,"Pana is a popular world from Venezuelan slang that means many things: as a noun it refers to a friend, a good person; as an adjective, it’s a positive quality, someone nice, someone friendly and enjoyable. A coming-of-age story, the short My Pana is also a tale of immigration and exile, a portrait of a teenager adapting to a new society with the few tools he knows to survive: his youth, his body and, ultimately, his own resilience. Through the point of view of a teenager we’ll understand the hardships of million of Venezuelans abroad and the consequences of corruption, exile and the fractured soul of a person who was pushed to leave his true life to adapt to a hostile new place.",2.0,1.0,2.542
Vida y la torta de chocolate,2023.0,Spanisch,"Vida and her mother share beautiful moments together, but all the happiness come back at night in the shape of scary nightmares.",0.0,0.0,3.529
Pornomelancholia,2023.0,Spanisch,"Lalo is a sex influencer: he posts photos of his naked body and homemade porn videos for his thousands of social media followers. Lalo directs his own life, but in private, when out of character, he seems to live in constant melancholy.",5.444,10.0,4.46
TINI Tour 2022: Live from Buenos Aires,2022.0,Spanisch,"Argentine pop sensation and actress Martina Stoessel returns to her hometown to kick off her highly-anticipated “TINI Tour 2022"" in a live concert from the famed Hipódromo de Palermo in Buenos Aires. Viewers will have a front row seat to a dazzling stage performance and an array of special guests as Tini performs her new songs along with her biggest hits.",6.0,2.0,1.91
Crossings,2023.0,Spanisch,"A love letter that unites Brazil and Cuba. In the film Travessias, the director goes on a long journey seeking to understand the feelings and transformations of a person who is close to her. On this path of doubts and concerns, she meets Justin, a trans man who will help her on this journey. With a poetic and self-referential look, the director invites us to rethink our own prejudices and limits in relation to the others.",0.0,0.0,2.513
12 Dares of Christmas,2023.0,Spanisch,"High school teacher Elara’s quiet holiday season gets a jolt of spice when she accepts a 12 Dares of Christmas challenge from her sister while scrambling to ready her town for a Christmas exchange program with suave, opinionated French teacher Gabriel.",5.3,7.0,3.256
Memoirs of a Man in Pajamas,2018.0,Spanisch,"This is the story of Paco, a 40-year-old, confirmed bachelor who, in the prime of his life, realizes a childhood dream: to work at home in his pajamas. Just when he's reached the zenith of personal happiness, however, into his life walks Jilguero (the name means ""Birdie"" in Spanish), a girl he falls in love with who must get used to the fact that her man's main objective in life is to remain at home in his pajamas. This is also a story about the bachelors, the couples, and friends who, through their hilarious anecdotes, influence their lives and relationships.",4.9,12.0,1.903
Ramón Masats: el ojo irónico,2023.0,Spanisch,A journey through the life and outstanding work of the Spanish photographer and filmmaker Ramón Masats.,6.0,1.0,1.903
Yo sentí su amor,2023.0,Spanisch,"Through an unsent letter, the author travels through time and recalls moments when love affected him intensely. Evocative images explore how pain and beauty intertwine with maturity on a journey guided by childhood friends, political disappointments, fleeting romances, and the loss of loved ones.",0.0,0.0,1.902
Chile '76,2022.0,Spanisch,"Chile, 1976. Carmen heads off to her beach house. When the family priest asks her to take care of a young man he is sheltering in secret, Carmen steps onto unexplored territories, away from the quiet life she is used to.",7.2,40.0,3.952
You Don't Know Who You're Talking To,2016.0,Spanisch,A group of working-class losers plot to give an old gypsy mobster a heart attack in order to recover a valuable car. They decide to build a monster to scare him to death. But they're looking for trouble.,6.3,16.0,4.435
Black Crowns,2023.0,Spanisch,"The hairstyles of four Afro-descendant people from Mexican - Senegalese families,
 represent the starting point to reflect, through memories that emerge from their
 past and present, what it is like to live in México wearing a Black Crown and the
 consequences that implies.",0.0,0.0,1.9
Jesus,2016.0,Spanisch,"18-year-old Jesús lives with his stern, somewhat unaffectionate father in Santiago, Chile. When not doing drugs, having casual sex or simply slouching in front of the TV, Jesús and his friends perform in a K-pop boyband. But his routine is thrown into chaos one evening when he and his drunken posse viciously assault a young gay man and leave him for dead. It’s an act that propels Jesús into a profound moral crisis which have severe consequences.",6.182,22.0,3.14
Bios: Mercedes Sosa,2022.0,Spanisch,"Abel Pintos explores the legacy and great influence of Mercedes Sosa, the woman who revolutionized Argentine folklore. Thus, through interviews with musicians and intellectuals who supported her at the beginning of her career, with her grandchildren who knew her most intimate side, and with artists such as Fito Páez and Charly García, Abel reconstructs and honors the Mercedes figure.",2.0,1.0,2.776
The Grass Dwellers,2022.0,Spanisch,"Juan Méndez Bernal leaves his house on the 9th of april of 1936 to fight in the imminent Spanish Civil War. 83 years later, his body is still one of the Grass Dwellers. The only thing that he leaves from those years on the front is a collection of 28 letters in his own writing.",0.0,0.0,1.897
Seed of the Son,2023.0,Spanisch,"Spanish musician Santiago Auserón soaked up the rhythmic wisdom of son during his first visit to Cuba in 1984, an influence he soon transferred to his own work.",6.2,4.0,1.896
Carmen Trevilla’s Next Film,2023.0,Spanisch,"Iván is a Spanish film producer who travels to Argentina with a single mission: to meet Carmen Trevilla, a cult director who is in the creative process of her new “video.” From minute zero, he feels captivated by her overwhelming and disconcerting presence. Although he still does not know if he is going to produce it – since he thinks that his cinema will not be well received by current European sensibilities – Iván takes advantage of every moment with Carmen to record, with his cell phone in his hand and an endless smile on his face, every adventure they embark on.",7.0,3.0,3.123
A Boat Departed from Me Taking Me Away,2023.0,Spanisch,"In the ranks of the Japanese army during WWII, there existed what was known as comfort women. In the present, that term was replaced by a definition that is closer to reality—they were women who had been kidnapped and turned into sex slaves. After a long period of humiliation, the victims remained quiet, but some of them built up the courage to write about their ordeals in a series of letters. Cecilia Kang’s new documentary recovers those testimonies in order to talk about the way in which History and social mandates affect the lives of Korean women in Argentina, from the perspective of a young acting student who, after coming into contact with this correspondence, allows herself to reflect on the community she lives in and understand more about the traditions of her people as well as her own family history.",0.0,0.0,4.032
My Name Is Violeta,2019.0,Spanisch,"Violeta leads a normal life in a well-off family, with loving parents, surrounded by everything the heart of an eleven-year-old girl might wish for. But she hasn’t always been the pretty girl she is today; she was born a boy. At age 6, she baffled her parents (the famous adult movie stars Nacho Vidal and Franceska Jaimes) when she told them she wanted to be called and dress as a girl. After the initial shock, they decided to give her all their support on the long and tough road that will lead to her becoming a woman someday. Violeta faces many challenges, medical (such as deciding whether or not to take hormone-blockers to stop the development of masculine features as soon as puberty kicks in) and legal (obtaining an ID card with her new name and gender). Later, she may consider getting a sex reassignment procedure, or the possibility of becoming a mother through adoption.",5.2,4.0,4.352
Correspondencia Llinás-Piñeiro,2020.0,Spanisch,"During the quarantine in 2020, the two friends Mariano Llinás and Matías Piñeiro sent each other video letters – 8 in total, 4 each of them – to create a compilation of ideas, thoughts and exchanges commissioned by Sergi Álvarez Riosalido for La Casa Encendida (Madrid). Llinás is in Argentina and Piñeiro is in New York, and they begin to order each other portraits of places, reflections on artists, ideas on cinema.",0.0,0.0,4.416
Pozoamargo,2015.0,Spanisch,"Jesús, a middle-aged man, finds out that he suffers from a venereal disease. Feeling guilty, he abandons his pregnant wife and flees to the countryside. In Pozoamargo, a small village lost in the middle of nowhere, he works as a grape harvester, living a simple existence, until he meets Gloria, a peculiar young woman.",4.0,7.0,4.188
The Lunnis and the Great Fairy Tale Adventures,2019.0,Spanisch,"Imagination and the World of Fantasy are in danger. Mar, an eight-year-old little girl, who's an expert in stories and legends thanks to the books read to her every night by her grandfather, decides she has to try and save them. With the help of her friends, the Lunnis, they will embark on a magical adventure to stop them disappearing.",7.2,15.0,4.41
Todos los hombres son iguales,2016.0,Spanisch,"Joaquín, a recently divorced airline pilot, meets Manolo and Juan Luis, who are also divorced. Together, they establish rules to support their life as new bachelors. Everything changes when they try to seduce their housekeeper.",3.0,2.0,4.41
Our Way To The Sea,2020.0,Spanisch,"Living in Tucumán, 75-year-old Julio Pereyra (Santiago Bal) has always dreamed of visiting the coast, and after seeing his doctor, he realizes it’s either now or never. He hopes to enlist his errant son, Marcos (Federico Bal, the star’s real-life son), to take him by motorcycle; both Marcos and his by-the-books sister (Anita Martínez) are opposed to the idea. But before he reaches his final destination, Julio will have the opportunity to check several things off his bucket list in this emotionally resonant road movie.",7.8,34.0,2.252
Monstruo,2018.0,Spanisch,"Fabrizio Copano set out on a journey from his hometown in Chile and became the youngest comedian ever to conquer the ""Monstruo"" and win the Grand Prize at the Viña del Mar Festival.",0.0,0.0,1.889
Melián 3167,2022.0,Spanisch,"César and Luis, two tango authors, visit Polaco Goyeneche at his house, to give him a song in his honor. Based on the song ""Ciudadano de Saavedra"" by César Rossi and Julio Pane.",10.0,1.0,1.888
