title,release_year,language,overview,vote_average,vote_count,popularity
Saverio Raimondo: Il Satiro Parlante,2019,Italienisch,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights.",5.7,15,1.97
Crater,2018,Italienisch,"The Crater is a land of underdogs, indistinct space, constant noise. Rosario is a street vendor, a gitane of village fairs, who gives away soft toys to whoever draws a winning number. The war he has declared against his own destiny has the immature and indolent body of his thirteen-year-old daughter: Sharon is pretty and can sing, and in this hotbed of stopgaps and desperate living, she’s his weapon for survival. But success becomes an obsession, and talent becomes a punishment.",5.6,15,1.218
Amore postatomico,2022,Italienisch,,0.0,0,1.535
Redituchil,2023,Italienisch,,9.5,2,1.373
Il destino degli uomini,2018,Italienisch,,0.0,0,2.019
Season Finale,2016,Italienisch,Five people at the end of their friendship.,0.0,0,1.043
Bread from Heaven,2018,Italienisch,"Homeless veterans Lilli and Aníbal find a baby in the dumpster on Christmas Eve. Although he looks healthy, they decide to take him to the nearest hospital, where they discover that no one else can see him.",6.2,6,1.043
Purchè finisca bene - La fortuna di Laura,2022,Italienisch,,6.3,9,1.061
Mai per sempre,2020,Italienisch,,3.0,2,1.833
Il museo degli orrori di Dario Argento,2022,Italienisch,"Newly edited version of Luigi Cozzi's 1997 documentary ""Il mondo di Dario Argento 3: Il museo degli orrori di Dario Argento"" focusing on the museum-part of the ""Profondo Rosso"" shop.",3.0,1,2.43
Preghiera per Willy Monteiro,2023,Italienisch,,0.0,0,1.041
Entrapped - A Day of Terror,2019,Italienisch,"Six people get trapped inside an elevator in a hot day of summer, while outside the building just a few steps away something tragic occurs. Are they lucky to be entrapped?...",5.7,7,2.429
Insane Love,2017,Italienisch,"An obsessive and almost surreal love story between Alessandro, a young model of rare beauty, and Sofia, an Argentine girl who has ended up in Rome for a strange game of destiny.  Young couple having to adapt at all costs to the logic of this new world, are increasingly forced to live in a dramatic detachment from reality.",0.0,0,1.041
Paradise: A New Life,2020,Italienisch,"After witnessing the mafa’s murder scene in Sicily, Calogero becomes a protected man and is sent to a small town in the Alps. Soon after, the killer he reported, now an informant, comes to the same town and the sleep with the enemy begins.",5.7,9,1.292
After the Bridge,2023,Italienisch,"A shocked mother must find peace with her son, a jihadist killed in the 2017 London Bridge attack, in this nuanced and humanizing portrait of a woman grappling with faith, loss and memory in the aftermath of tragedy.",0.0,0,1.04
Pâtisserie De Jeunesse,2020,Italienisch,"Antonio has not completely taken on board the fact that Greta has ended their relationship and follows her everywhere, even if only to contemplate her from afar. Resisting the temptation to always follow her, however, is difficult. Antonio languishes and finds no peace. He tries to fill the void of his loss by tormenting himself.",0.0,0,1.04
Archeologia del set: Ritorno a Lisca Bianca,2017,Italienisch,,0.0,0,1.038
"Baiae, the Atlantis of Rome",2022,Italienisch,"With an area three times larger than Pompeii, Baia, about 15 km from Naples and within the volcanic area of the Phlegraean fields, is the largest underwater archaeological site in the world. In 100 BC Pompeii is an ordinary city of small traders crouched on the slopes of Mt. Vesuvius, while Baia gains a peculiar reputation: it gradually becomes the ancient Las Vegas or Monte Carlo of the Roman Empire, a real posh center for noble gens and the powerful . Nestled in the center of the Gulf of Pozzuoli, Baia is flanked on one side by the port of Puteoli (ancient Pozzuoli) and on the other by the port of Capo Miseno.",0.0,0,1.78
I racconti della domenica,2022,Italienisch,"It follows Francesco Giuffrida, an honest Sicilian politician from childhood to his disappearance.",6.0,6,1.217
Beyond the storm,2019,Italienisch,"In 1919, at the end of the Great War, Don Giovanni Minzoni returns to his parish in Argenta, in the province of Ferrara, wants to reorganize the social and cultural life of the community and tries to bring the rural children together into the old recreation center. The socialists, led by Natale Gaiba, the city councilor, openly show their disdain for Don Minzoni and his Church. After some time, anyhow, the relations with the socialists seem to begin, starting a relationship based on  understanding and collaboration. At the same time another political force, modern and unexpected, makes its entrance into history and into the small village of Argenta. Fascism is taking hold in the cities and in the countryside throughout Italy, and even in Argenta the first riots and attacks begin…",6.0,1,1.037
The Lone Girl,2019,Italienisch,,0.0,0,1.519
The seagull - the movie,2022,Italienisch,"""Documents of the staging"" of the play The seagull at the Orologio Theatre in Rome.",0.0,0,1.036
Hotspot - Amore senza rete,2023,Italienisch,,5.5,3,2.416
Sei sicuro che la ami?,2022,Italienisch,"Claudia denounces her husband Enzo for ill-treatment. Enzo is arrested, but when he is released, he resumes stalking her. After a period of calm, Claudia realizes that Enzo is following her as she heads to the sea to pick up her son. She calls her parents to film Matteo and asks for the intervention of the police, but the latter does not arrive in time.",0.0,0,1.036
Amma’s Way – Un abbraccio al mondo,2022,Italienisch,,0.0,0,1.036
On the Trail of My Father,2016,Italienisch,A kid helps his troubled father to hunt a killer bear.,6.1,24,1.984
€ (Euro) - un cortometraggio di Andrea Ventura,2017,Italienisch,,0.0,0,1.035
Requiem per una rosa,2015,Italienisch,,10.0,1,1.035
Il guardiano del ghiaccio,2016,Italienisch,"In a house, on the top of a snowy mountain, the driver of a cable car (Claus Lein) hides a woman with mental disorders, Cloris, at his home. The situation is deteriorating their lives because of her psychic disorders, so Claus decides to resumes his old experiments to nurse her, since he was an accomplished neurosurgeon with revolutionary ideas. The extraordinary event of the explosion of the star Betelgeuse offers a unique opportunity to put the theories he had abandoned into practice. The scientist kidnaps a girl who looks like Cloris and tries to use her as a test subject in his experiments. After his success on the girl, Claus is now ready to operate his beloved Cloris, but the secrets he had buried long ago come to light turning reality upside down.",6.0,1,1.035
The Man Who Didn't Change History,2016,Italienisch,"The ""man who didn't change history"" was a university professor: Ranuccio Bianchi Bandinelli, esteemed Italian scholar of Roman art and a founding father of modern archaeology. A figure that the Fascist regime could be proud of, in the 1930s, if it weren't for the fact that the professor was firmly anti-Fascist. Things came to a head over Hitler's famous journey to Italy in 1938, when Bandinelli was courteously invited to accompany Mussolini and the Führer, serving as tour guide and interpreter at the museums and archaeological sites. Now the dilemma arose: don the uniform and salute the two detested dictators, or compromise a lifetime of study, his career and even his personal safety? When the invitation turned into a peremptory order that Bandinelli couldn't refuse, he no longer had a choice.",6.0,1,1.044
Goodbye Saigon,2018,Italienisch,"In 1968, five girls from Tuscany who dreamt of seeing the world were offered to tour the Far East as an all-girl band, finding themselves in the middle of the Vietnam War. Fifty years later, they tell the story of Le Stars' adventure amongst American soldiers, remote jungle bases and soul music.",6.2,6,2.412
68.415,2022,Italienisch,"In a world without food and overgrown with plastic, Zigle Clinic test a new food re-educate method",0.0,0,1.536
Al massimo ribasso,2017,Italienisch,,4.0,1,1.033
Una gita a Roma,2017,Italienisch,"A poetic adventure of two children who arrive from a small village in outing to Rome and, in front of an unexpected, decide to escape from their mother",8.0,1,2.411
La legge del terremoto,2020,Italienisch,,6.5,4,1.033
Bocche inutili,2022,Italienisch,,9.0,1,1.033
Marasma,2020,Italienisch,"For doctors “MARASMA” was a diagnosis: a state of deep organic deterioration, total loss of strength. In mental hospitals, people did not die of mental illness, but of marasmus. This is what the medical records say, which today reveal the most difficult stories: those of the last among the weakest, children and women. Through their testimonies we can also give voice to those who do not know, who do not want or can not remember.",0.0,0,1.031
Pipì Pupù e Rosmarina in Opera Collection,2015,Italienisch,"Pipì, Pupù and Rosmarina, flanked by new and funny characters, travel through the world of opera to tell children about its repertoire. Three short animated films in which the three little friends entertain the audience by developing their vision of the story and singing the famous arias of three classical music masterpieces: ""Don Quichotte"" by Jules Massenet, ""Lo schiaccianoci"" by Pëtr Il'ič Čajkovskij and ""L'italiana in Algeri"" by Gioachino Rossini.",0.0,0,1.031
"Italia, theories for a home movie",2021,Italienisch,"Francesco and his mother live together in an apartment behind the Pavía cathedral. The son looks after his mother who's been in a wheelchair for a few years. All days are the same, but Francesco's dreams start merging with quotidianly to transcend the rooms and hallways that have become his whole world.",5.0,1,1.031
All'improvviso Komir,2016,Italienisch,,0.0,0,1.513
Quello che non si vede,2015,Italienisch,,0.0,0,1.03
Non mi dire te l'ho detto,2023,Italienisch,,0.0,0,1.554
L'altro buio in sala,2022,Italienisch,,0.0,0,1.03
VHS Generation Vol.1,2019,Italienisch,,0.0,0,1.516
Da Che Parte Stai,2016,Italienisch,"""Where Are You From?"" - A city of the south in expansion that evicts from his historical center the old inhabitants to entertain others of it wealthier. Three boys threatened by one of these evictions. It will be to them to try to understand from what it departs the justice it is and from what it departs they are them.",0.0,0,1.03
Safrom,2015,Italienisch,"A girl involved in an accident is rescued by a motorist who is a former private detective. The two will journey past a horrifying incident unleashed at a nearby pharmaceutical factory. An epidemic is invading the area, between attempts to escape and shelter from the impending threat at some point, the former private detective will come to realize that the cause of the epidemic is not far from him.",4.5,14,1.681
La cabina delle memorie,2022,Italienisch,,0.0,0,1.784
In My Own Image,2023,Italienisch,"A son fails to feel sorry for the death of his father, a homophobic and bigoted man mainly due to his religious upbringing. The son has never confessed his homosexuality to his father and, desperate, he makes a very strong gesture to shout his homosexuality to God, the church and his father.",0.0,0,1.028
La confessione,2020,Italienisch,,0.0,0,1.028
Vork and the Beast,2020,Italienisch,"Three stories intertwine in a realm haunted by a bloodthirsty Beast. The lord of the castle must think about the survival of his people - decimated by the monster - when his daughter is infected with a mysterious disease. In the woods, two brothers share a dark secret, and the time of truth has finally come. A mysterious warrior from afar is on a mission, he is looking for the Beast.",7.0,1,1.028
Po,2022,Italienisch,"November 14, 1951, the left bank of the Po river a few hundred meters from the Padua-Bologna railway bridge breaks. The tide invades the Polesine's lands in a few minutes, one of the poorest regions in Italy at the time. Thousands people, men, women and children flee while the water remains stagnant for months between the houses and the countryside. Today, 70 years later, the children of that time remember those months immortalized by the films perfectly preserved in the Istituto Luce's archives.",6.8,8,1.518
Alberi Cittadini,2020,Italienisch,,0.0,0,1.269
'78 - the Getaway,2017,Italienisch,"""My name is Pier Felice Filippi. It was 1978, I was 23. I was kidnapped and kept by the Mafia for ransom. I was locked and tied up with an iron chain. I escaped. I wanted to make sure my kidnappers were arrested. And I did it'.",0.0,0,1.514
Zio Palmiro,2022,Italienisch,,0.0,0,1.781
On the Run,2022,Italienisch,,0.0,0,1.025
S'Avanzada,2022,Italienisch,,0.0,0,1.527
Cuore,2022,Italienisch,"Pietro is 70 years old, he's a bicycle addict even if he has a heart condition. He's now on his bike ready to meet his daughter after a long time.",0.0,0,2.393
Stolen Kisses: Homosexual Love in Fascist Italy,2021,Italienisch,"Through letters, diaries and personal testimonies, an account of the complexity and variety of experiences of LGBT Italians during the Fascist dictatorship of Benito Mussolini (1922-43); intimate words that contrast with the lyrics of popular songs and the propaganda of the time, obsessed with extolling the myths of virility, femininity and motherhood and constrained by sexual repression.",6.0,2,1.08
The Legionnaire,2017,Italienisch,"Daniel is the son of African parents born in Rome. He is a police officer of the State Police Department. One day he finds out that his unit will have to clear a building where his mother and brother live. Torn between the love for his family and the loyalty to the police, Daniel will have to choose between the two and go with it until the end.",0.0,0,1.025
LOCKDOWN '2O,2020,Italienisch,,0.0,0,1.025
A fantastic world,2022,Italienisch,"Igor is a musician, an honest but unlucky man who returned to Italy after being forced to leave his career in Berlin. Today, he works as a substitute teacher, with the dream of stability in which he himself believes little. Graziano is an outgoing but debt-ridden merchant, an opportunist, and a bit of a liar. Despite this, Graziano also loves music and wants to open a venue and pursue art to escape a life filled with schemes and small deceptions. These two men are very different but also very similar, with no particular hopes and little faith in the future. They have been grayed by the blows of life but possess a certain disenchanted irony and the need, more than the desire, to believe in a change. Their lives intersect, and it's an opportunity for both to try to realize that dream together or simply to build a friendship.",0.0,0,1.024
Briciole,2022,Italienisch,"Alfredo is a policeman, he lives with his three sons and his wife Donatella in a small apartment. The family is waiting for the fourth son. The job, the arrival of the baby and the small and big problems of life are oppressing him. An emergency call for an armed robbery will change his vision of life.",0.0,0,1.024
Credere a tutto,2023,Italienisch,"Designing artificial relationships between found or stolen elements is a technique that seeks to discuss found footage. Credere a tutto tells about houses and living beings and has developed by intertwining ancient photos, a text, a film sequence and original video footage. Materials that take on time, space and new meanings within the expanded vision of the so-called “spectators”.  A techno music session while séances and panoramic views of derelict houses question us about what we see and what we cannot see.",0.0,0,1.786
Donizetti: Lucia di Lammermoor,2016,Italienisch,"Every morning at dawn, in the Lammermuir hills in Southern Scotland, the beautiful Lucia meets Edgardo of Ravenswood, a mysterious young man with whom she is in love. However, just as in Shakespeare’s Romeo and Juliet, the lovers are the progeny of two feuding families and do not have the right to love each other. Lucia, a magnificent flower shattered by the violence of a society of men, is embodied by South Africa’s Pretty Yende, a rising star of the opera stage, in this production by Andrei Serban, conducted by Riccardo Frizza.",0.0,0,2.011
Safari,2023,Italienisch,"Inspired by real instances of violence against LGBT+ people, Safari follows Elia, a member of a ""hunting"" group, who serves as an example of the dissonance felt when one is forced to suppress themselves. Emerging from this annihilation will be lacerating, but ineludible.",0.0,0,1.022
Blue,2022,Italienisch,Sofia break up with Nicola and goes away forever to the Fiji Islands with a 12-hour time zone from Italy. Since that day Nicola begins to have only nightmares. Nightmares that always start with the color blue.,8.0,2,2.084
Ritratto temporale II – Emanuele,2022,Italienisch,"The portrait of an artist in action. The process of creation, as it happens, is emulated and experienced in the choice of shots and in the arrangement of the editing. The film is born from an unexpected meeting of sensitivity in the making, in constant search of the true entity of art. It is the second of a series dedicated to various artists’ work . The portrait is “temporal”, also referring to how the human condition can be represented.",0.0,0,1.035
Pintus @Taormina,2022,Italienisch,,6.929,7,1.021
For Lucio,2021,Italienisch,"A visual and sonorous journey into the poetic and irreverent imagery of the Italian singer, Lucio Dalla.",5.5,6,1.021
Fellini Forward,2021,Italienisch,"Investigating the last years of the famous filmmaker in Rome, combining the history of Italian cinema with new production techniques and going behind the scenes on the filmmaking process.",0.0,0,1.271
In the Mirror,2023,Italienisch,"The film is freely inspired by the great actress Monica Vitti, but it is in no way a biopic. It is the story of a woman named Monica, who loses her memory and regains meaning in her life.",5.8,12,1.019
Power of Rome,2022,Italienisch,"In this fascinating documentary, journey through the wonders of the Eternal City, an open-air theatre where the history of the world was staged.",6.2,6,2.206
Salvatrice - Sandra Milo si racconta,2017,Italienisch,A documentary about the italian diva Sandro Milo.,7.0,1,1.019
"Il sergente dell'altopiano, la storia di Mario Rigoni Stern",2022,Italienisch,,6.0,1,1.556
The Old Road,2019,Italienisch,"Like his father and grandfather before him, Nicola works on a field along an old mountain road. He sells potatoes grown by his family to passing motorists, while work on the ""new road"" is about to end. An unexpected encounter will give him the courage to take risks and ... change gears.",0.0,0,1.018
Nausicaa: The Other Odyssey,2017,Italienisch,"Nausicaa, a young princess eager to explore the world, meets Ulysses and is fascinated by his stories. After seducing her, the man abandons her. Nausicaa decides to go and look for him retracing the steps of his journey and begins to find out the truth, often petty, hidden in his incredible stories. Her voyage will then become a growth path through which she will become a woman.",0.0,0,1.511
La Bella Amazzone,2021,Italienisch,Nine beautiful amazons report how they murdered the men who deserved it,0.0,0,1.018
The Life and Times of Mannequeen Town,2020,Italienisch,"The life of a community of mannequins, dealing with purely human activities, metaphor of the stereotypes of our culture. Breaking the rules and warming the hearts is the only truly ""alive"" presence: Valeria Bruni Tedeschi",0.0,0,1.016
"Iqbal, a Tale of a Fearless Child",2015,Italienisch,,6.9,13,1.649
I bambini sanno,2015,Italienisch,,7.5,22,1.168
La barba,2017,Italienisch,,0.0,0,1.26
Il giovane corsaro - Pasolini da Bologna,2022,Italienisch,"A young student prepares his degree thesis on Pasolini and Bologna by investigating the relationship of the great intellectual with the city of his childhood and his studies. Following in the footsteps left by Pasolini in Bo­logna, the protagonist will tell, for the first time in the form of a documentary and with a rock narrative rhythm, the emotional, visceral but also controversial bond of Pasolini with Bologna until his final days, also characterized by severe criticisms of the “consumerist and communist” city, a symbolic terrain of the adverse social and economic metamorphosis from paleo­industrial to neo-capitalist society.",0.0,0,1.014
La terra di nessuno,2019,Italienisch,,0.0,0,1.014
I Stay Home,2020,Italienisch,"On the morning of 10 March 2020 all Italians woke up in quarantine. Io Resto a Casa (""I Stay Home"") depicts the filmmaker's first 14 days of the Italian lockdown, without ever leaving the house, made entirely on the web through the stories of five Youtubers and dozens of videos and photographs made and shared all over Italy. Fourteen days of fears, hopes, enthusiasm, boredom, normality and extraordinariness. Fourteen days that we will always remember.",0.0,0,1.014
Il mio giorno,2015,Italienisch,A man throws a party for his last day before his planned suicide.,0.0,0,1.014
Il fulgore di Dony,2018,Italienisch,"Dony and Marco, two high school students from Bologna, live an intense love story until he starts suffering serious neurological damage after a ski accident.",7.3,16,2.366
Nicoletta - child star,2016,Italienisch,"Featurette about and with italian actress Nicoletta Elmi, known for her works in italian genre cinema during the early 70s to the mid 80s.",0.0,0,1.013
"Boia, maschere e segreti: l’horror italiano degli anni sessanta",2019,Italienisch,,0.0,0,1.013
Terror Take Away,2018,Italienisch,"Terence Parode is a ruthless businessman, creator of Tinto's Pizza chain, who decides to organize a raving game with five people, randomly selected from all over Italy: winner will get permanent job contract. Terence enriched himself by speculating on an urban legend about Max, killer pizza delivery guy. Max is a crazy bloodthirsty serial killer, ready to make a massacre in the huge mansion of the deathly businessman...",5.2,5,1.012
Barbieri d'Italia,2015,Italienisch,,0.0,0,1.012
Il malatino,2017,Italienisch,,0.0,0,2.008
The Nightless City,2015,Italienisch,"In the aftermath of the Fukushima nuclear incident, Mariko becomes unable to sleep. She therefore decides to move to Sicily to stay with Rocco. There she discovers that she is able to sleep again, but only when driven around at night, nurtured by the lights of the unknown city.",0.0,0,1.009
EDDY,2015,Italienisch,,0.0,0,1.257
An Invisible Enemy,2022,Italienisch,"The Rasman family, farmers in Istria, is devastated by the murder of their mentally disabled son Riccardo at the hands of the police. His elderly parents and his sister Giuliana are searching for a form of justice that will help them to process an incomprehensible event. As their hopes of finding the truth fade, they develop a persecution complex and irrationality takes hold.",6.0,1,1.008
The Den,2022,Italienisch,"In the summer of his nineteenth year, Giulio has decided not to go away: he will spend his vacation at home, helping his parents with their work in the vegetable garden. In the house next door, empty for some time, arrives Lia, a twenty-year-old girl. Giulio would like to get to know her, but she is sullen and introverted. One day Giulio is swimming in the lake and Lia plays at drowning him. Giulio is a regular guy, sensitive and polite to a fault. Attracted to her, he starts thinking about her day and night. Lia initiates him into strange and increasingly dangerous ""games."" The girl won't talk about herself though. She has told him she came alone to spend her vacation in the old family home, where she hadn't been since she was a child. But Lia has secrets to keep and won't let anyone set foot in the old and abandoned house.",5.222,9,2.352
Every Soul of my Body,2017,Italienisch,"After the passing of her mother, Lorena finds the diary that she kept all her life. The entries allow her to discover a different woman. Having grown up in the worship of her father who fought as a partisan during the war, Lorena realises that she must start digging in the secret story of her mother if she wants to understand aspects of her own life. The pages of the diary feel like a book from another time. Working as a nurse, her mother was covertly working for the partisans passing them intelligence that she astutely acquired from wounded German soldiers by administering more morphine than usually required to ease the pain.",7.0,1,2.038
La macchina delle immagini di Alfredo C.,2021,Italienisch,"April 1939. Fascist Italy occupies Albania. Thousands of Italian workers, settlers and technicians are transferred to the country. November 1944, Albania is liberated. The new Communist government closes the borders and places dozens of conditions on Italy for the repatriation of its citizens. In 1945 27,000 Italian veterans and civilians were still held in Albania. Among them there is a cameraman, Alfredo C. An operator of the Fascist propaganda effort, he has been traveling around Albania with his movie camera for five years. Before that, for almost two decades, he had immortalised the great machine of the regime. Now, by a twist of fate, being the only cameraman around, Alfredo has been asked to work on behalf of Communist propaganda. Shut up in his storeroom, surrounded by thousands of reels of film, Alfredo watches what he has shot again on an old Moviola. It is his film that we are watching. And perhaps, not his alone.",8.0,2,1.006
Falso finale,2023,Italienisch,,0.0,0,1.565
Steph Davis - Choises,2017,Italienisch,,0.0,0,1.006
Someone Else's Home,2017,Italienisch,"We entered ""someone else's home"" with fear of being a disturbance. We didn't want to peer into a wounded territory with the eyes of the merely curious. The inhabitants of Amatrice, the few that are left, opened the door to us, greeted us without tears, offered us their hospitality and affection. One year after from earthquake, the pain is receding and people are thinking about rebuilding. But the rubble has not been cleared. It takes time, they say. And the future, perhaps, is still far away.",0.0,0,1.007
Blond Poison,2022,Italienisch,"A seductive nymphet lives between good and evil, it is not known to what extent she is aware of it.",0.0,0,1.004
Father,2016,Italienisch,"Mourning the death of her father, Giulia is contacted by him from the other dimension.",4.8,6,2.344
Io Giusy,2021,Italienisch,,8.0,1,1.004
Eva,2021,Italienisch,"Expelled from Eden, a man and a woman find themselves immersed in the violence of the Earth. Eva will guide Bruno in a profound journey within himself.",2.0,1,1.003
La piazza della mia città - Bologna e Lo Stato Sociale,2020,Italienisch,,6.4,5,1.163
"Uno, nessuno, cento Nino",2021,Italienisch,A documentary about beloved Italian actor Nino Manfredi.,7.0,2,1.002
The Aphid and the Ant,2021,Italienisch,"Fatima is 16 years old and wears a veil. Her culture requires it, and her mother Amina imposes it on her. Born in Calabria to Muslim parents, the girl experiences all the conflicts and emotions typical of her age, but feels she is not like her peers: she is closed in her solitude, constantly out of place. Until one day the physical education teacher, Michele Scimone, suggests his students to sign up for the Sant'Antonio Marathon. For Fatima it is the first real opportunity to be seized. But for the teacher, a shy and depressed former runner, tormented by an unresolved past and a failed relationship with Anna, the veil that Fatima wears is a cause of prejudice.",5.9,15,1.467
Jeanne,2019,Italienisch,,8.5,1,1.001
Flop!,2023,Italienisch,"Two young heroin addict lovers, during a desperate robbery, obtain a professor's bag inside which, in a floppy disk, is the antidote that could save humanity. 48Hours Film Project Film.",6.0,2,2.332
Vita e morte e miracoli di Eftimios,2020,Italienisch,,0.0,0,1.0
I Bring My Own Chair,2019,Italienisch,"Amidst the beauty and texture of the Italian countryside, Stefania and her husband celebrate her work as an accomplished writer.",0.0,0,1.258
Lasciami per sempre,2017,Italienisch,Celebration of an extended family,5.3,23,2.196
Palla di pelo,2021,Italienisch,"Vincenzo is a scoundrel, a petty thief, and he wants to turn a corner. Here’s his brilliant idea: kidnap the dogs of the rich, who those to get them back are willing to pay any amount of money. The abductee’s name is Palla di Pelo, a beautiful Welsh Corgi who lives as if he were the Ferragnez’s son in the mansion of designer Paki Furlan, a haughty homosexual who treats the dog as if it were his own son. Vincenzo, is together with the only accomplice he can afford: his son Alfredo, whom he treats like a dog instead. They prepare the ransom letter, as in the movies: letters taken from the newspaper, no sender. The designer, as per the request of the mysterious kidnappers, shows up at the appointment with the fifty thousand euros in cash. Happy ending for everyone? Not at all, because we know very well that the most beastly beings are precisely men.",0.0,0,0.998
The Choice - The Risks of Web Democracy,2018,Italienisch,"Italy’s biggest political party, the Five Star Movement, promotes direct democracy through internet voting. Five Star Movement uses a digital platform named Rousseau, that allows Movement’s members to vote online and express their opinion on various issues. But who governs this data?",0.0,0,1.256
Tabib,2017,Italienisch,,0.0,0,1.755
"BENE! Vita di Carmelo, la macchina attoriale",2022,Italienisch,,7.5,1,2.309
Tuffo,2021,Italienisch,"Bernardo is a police officer from Tessin. Though scared of water, he's forced to investigate a series of disappearances on the edges of the Lake Maggiore, where women have been mysteriously vanishing for generations.",1.0,1,1.542
Men: The Origins,2022,Italienisch,,0.0,0,0.995
Dal ritorno,2015,Italienisch,,8.0,1,0.995
Nemici,2020,Italienisch,,0.0,0,1.258
Simple Women,2019,Italienisch,An epileptic director trying to make a film about the life of famed Romanian actor Elina Löwensohn discovers that her real-life subject bears little resemblance to the star she idolized.,6.8,2,0.994
La Domatrice di Leoni,2015,Italienisch,Short film screened at Il Cinema Ritrovato 2020,0.0,0,0.993
The Wait,2016,Italienisch,"A mafia killer accepts to take the identity of his last victim in order to redeem his past. Two games of chess - one with his victim, the other with his boss - will stress the turning points of this change. The killer meet his victim on a ship that carries back together in Sicily 40 years after their departure. Only one will arrive in Sicily, but he'll chose to change his life and complete the destiny of the other one.",4.5,1,1.033
Francesco,2020,Italienisch,,7.0,1,1.04
Simposio Suino in Re Minore,2017,Italienisch,,7.1,4,0.992
Sotto il Segno della Vittoria,2018,Italienisch,,0.0,0,2.313
Famoso sul web (è nel mondo),2022,Italienisch,,0.0,0,1.018
Maverick Modigliani,2020,Italienisch,"Born in Livorno, Tuscany, artist Amedeo Modigliani (1884–1920) lived a short, tormented life, narrated here from an original point of view, that of his young common-law wife, Jeanne Hébuterne.",7.4,6,0.991
Cinema Arturo,2023,Italienisch,,0.0,0,0.989
Riina - Le verità nascoste,2018,Italienisch,,0.0,0,1.505
One Last Time,2018,Italienisch,A couple are going through a rough patch and sex becomes a lens through which we can explore and reflect on the delicate dynamics of a conscious relationship.,0.0,0,1.754
Grosso guaio all'Esquilino - La leggenda del Kung Fu,2023,Italienisch,"Davide is a shy and nerdy 13-year-old teenager who lives in Rome, in the Esquilino district, with his mum Asia. He spends his days with his friend Yang, constantly trying to escape from the school bully, Nadir, and dreaming of winning Jasmine's heart. Passionate about movies on martial arts, Davide tries to regain self-confidence when he meets Martino, a broke b-movie actor, pretending to be a kung fu master to make his living.",5.5,21,1.913
Xolo,2017,Italienisch,"South of Italy. Rosa is a woman with a troubled past. Gino, Rosa's lover, is a violent landowner engaged in dogfights. When Rosa meets Nathaniel, a french drifter, her life takes a new, unexpected turn.",7.4,5,2.302
Blood on Méliès' Moon,2016,Italienisch,"France, 1890. Inventor Louis Le Prince vanishes under mysterious circumstances right after he created a device that, five years later, the Lumière Brothers will call The Cinematographer. What if they had stolen Le Prince’s idea and wacked him afterwards? The mystery remains for more than a century, until Luigi Cozzi picks up a strange book called “The Roaming Universe” in the horror museum of his pal Dario Argento. The origin of this enigmatic book troubles him. This particular science-fiction novel would have materialized during a spiritual session in modern day Rome. At the session, an old woman revealed that the key to all these mysteries comes from 1895, a time during which the Lumière Brothers had denied lending their camera to Georges Méliès for an obscure movie called ""A Trip to the moon"". Not only does this film actually exist, but it raises a more intriguing question. Is our world the only one, or are there parallel universes ?",4.4,6,2.181
F*ga! Dipendenze croniche di massa,2023,Italienisch,,7.0,4,0.985
Frente a Guernica,2023,Italienisch,"Painted by Picasso in 1937, Guernica is a universal icon against the war. In 2014, the artists Yervant Gianikian and Angela Ricci Lucchi conceived a new film that tells the history of 20th century upon the painting. In 2023, years after Angela’s passing, Yervant accomplishes this task.",0.0,0,1.289
All'alba perderò,2021,Italienisch,"The film recounts failure in a fun and constructive way, often experienced as an indelible shame and almost never as a precious opportunity for growth.",6.4,5,1.663
The Recycling Man,2020,Italienisch,"In an overpopulated and underprivileged suburban neighbourhood, Jacob, a boy immobilised on a wheelchair, fights to protect a girl he spots across the courtyard, doing all he can to warn her of the dark figure entering her room - The Recycling Man.",5.667,3,2.293
Timo's Winter,2020,Italienisch,"Timo, the youngest of a Greek community of Funfair workers, will have to face the hardest winter together with his loved ones.",6.2,5,0.982
Night Lapse,2021,Italienisch,"In a grey asleep scenario, a young man embarks on a journey evading from time and space.",8.0,1,0.981
He and I,2019,Italienisch,"""He and I"" narrates the reflections of a woman in her role as wife and mother lived between imposition and choice. Through the editing of the shootings of a single filmmaker who portrays his wife and life, the woman narrates herself being in opposition to her husband’s world, a militant always far from home. A reworking of female status as a political act to tell that love is an act of acceptance of differences and that personal memories are part of the collective history.",0.0,0,1.505
The Wedding Ring,2020,Italienisch,"After suffering the loss of her husband, Sophie tries to pick up the pieces. discovering, through a chance meeting with a medium, that the wedding ring she bears may still have a connection to him or something far more sinister.",0.0,0,0.979
Francesca Da Rimini,2022,Italienisch,"This 2021 Deutsche Oper Berlin performance is directed by Christof Loy and stars soprano Sara Jakubiak in the title role.  Riccardo Zandonai’s Francesca da Rimini is a four-act opera set during the Renaissance period. The plot concerns an arranged marriage between Francesca and Giovanni, also known as Gianciotto, who is impersonated by his handsome brother Paolo, and with whom Francesca falls passionately in love.",0.0,0,1.014
Ordinary Justice,2020,Italienisch,"While a trial involving murder, manslaughter and armed robbery is being conducted inside the courtroom, the two daughters of the accused are sentenced to wait outside in the hallway.",4.563,8,1.495
Spacca La Testa,2020,Italienisch,Antonia and Zeno struggle with their marriage during a surreal dinner - while a mysterious Aztec whistle seems to be influencing their actions.,7.0,1,1.284
